"ID","Player","Color","Move","Eval","isInnovation","Advantage","Result","Comment"
4,"Van Foreest, Jorden","B","35... Be7?! ","1.18",0,"W","1/2-1/2"," Inaccuracy. Rf3 was best. } (35... Rf3)"
4,"Carlsen, Magnus","W","36. Rb2? ","0.0",0,"W","1/2-1/2"," Mistake. Kf1 was best. } (36. Kf1)"
4,"Van Foreest, Jorden","B","36... Bxg5? ","1.37",0,"W","1/2-1/2"," Mistake. Rfxg5 was best. } (36... Rfxg5 37. hxg5 Rxg5 38. Rb8+ Kf7 39. Qxg5 Bxg5 40. Rcb1 Qg4+ 41. Kf1 Qh3+ 42. Ke2 Qf3+ 43. Kd2)"
4,"Carlsen, Magnus","W","37. Kf1 ","2.45",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","37... Qa7? ","4.33",0,"W","1/2-1/2"," Mistake. Qd6 was best. } (37... Qd6 38. hxg5 Rgxg5 39. Qh3 Rh5 40. Qg4+ Rhg5 41. Qd1 Qh2 42. Rcb1 Rf8 43. Ke2 Rg1 44. Rb6)"
4,"Carlsen, Magnus","W","38. Qg4?? ","0.0",0,"W","1/2-1/2"," Blunder. Ke2 was best. } (38. Ke2 Kf7 39. hxg5 Qa6+ 40. Kd1 Rfxg5 41. Qh3 Qd3+ 42. Rd2 Qb5 43. Qd7+ Kg8 44. Qa7 Rg1)"
4,"Van Foreest, Jorden","B","38... Qa6+ ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","39. Kg1 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","39... Rg7 ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","40. Rb8+ ","-0.47",0,"B","1/2-1/2",NA
4,"Van Foreest, Jorden","B","40... Bd8 ","-0.58",0,"B","1/2-1/2",NA
4,"Carlsen, Magnus","W","41. Rxd8+ ","-0.59",0,"B","1/2-1/2",NA
4,"Van Foreest, Jorden","B","41... Rf8 ","-0.29",0,"B","1/2-1/2",NA
4,"Carlsen, Magnus","W","42. Rxf8+ ","-0.2",0,"B","1/2-1/2",NA
4,"Van Foreest, Jorden","B","42... Kxf8 ","-0.47",0,"B","1/2-1/2",NA
4,"Carlsen, Magnus","W","43. Bb4+ ","-0.38",0,"B","1/2-1/2",NA
4,"Van Foreest, Jorden","B","43... Kg8 ","-0.14",0,"B","1/2-1/2",NA
4,"Carlsen, Magnus","W","44. Qxg7+ ","-0.01",0,"B","1/2-1/2",NA
4,"Van Foreest, Jorden","B","44... Kxg7 ","-0.24",0,"B","1/2-1/2",NA
4,"Carlsen, Magnus","W","45. a3 ","-0.07",0,"B","1/2-1/2",NA
4,"Van Foreest, Jorden","B","45... Kg6 ","-0.28",0,"B","1/2-1/2",NA
4,"Carlsen, Magnus","W","46. Kg2 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","46... Kh5 ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","47. Rh1 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","47... c5 ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","48. Bxc5 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","48... Qg6+ ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","49. Kf1 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","49... Qa6+ ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","50. Kg2 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","50... Qg6+ ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","51. Kf1 ","0.0",0,"W","1/2-1/2",NA
4,"Van Foreest, Jorden","B","51... Qa6+ ","0.0",0,"W","1/2-1/2",NA
4,"Carlsen, Magnus","W","52. Kg2 ","0.0",0,"W","1/2-1/2",NA
