"ID","Player","Color","Move","Eval","isInnovation","Advantage","Result","Comment"
7,"Carlsen, Magnus","B","27... Qe6 ","-3.07",0,"B","0-1",NA
7,"Praggnanandhaa, R","W","28. Nf5 ","-3.49",0,"B","0-1",NA
7,"Carlsen, Magnus","B","28... c4? ","-1.57",0,"B","0-1"," Mistake. Bb7 was best. } (28... Bb7 29. Nxh6+)"
7,"Praggnanandhaa, R","W","29. Qd4?? ","-4.12",0,"B","0-1"," Blunder. Bxg7 was best. } (29. Bxg7 Bxg7)"
7,"Carlsen, Magnus","B","29... Nf6 ","-4.18",0,"B","0-1",NA
7,"Praggnanandhaa, R","W","30. Nb6? ","-8.81",0,"B","0-1"," Mistake. Nxg7 was best. } (30. Nxg7 Bxg7 31. Rd6 Qxd6 32. Qxd6 Rd7 33. Bxf6 Rxd6 34. Rxd6 c3 35. Bxg7 Kxg7 36. Nxc3 bxc3)"
7,"Carlsen, Magnus","B","30... c3 ","-8.85",0,"B","0-1",NA
7,"Praggnanandhaa, R","W","31. Nxc8 ","-8.95",0,"B","0-1",NA
7,"Carlsen, Magnus","B","31... Qxd5 ","-8.46",0,"B","0-1",NA
7,"Praggnanandhaa, R","W","32. Qxd5 ","-9.12",0,"B","0-1",NA
7,"Carlsen, Magnus","B","32... Nxd5 ","-9.0",0,"B","0-1",NA
7,"Praggnanandhaa, R","W","33. Nxa7 ","-9.05",0,"B","0-1",NA
7,"Carlsen, Magnus","B","33... cxb2 ","-9.13",0,"B","0-1",NA
7,"Praggnanandhaa, R","W","34. Rb1 ","-9.07",0,"B","0-1",NA
7,"Carlsen, Magnus","B","34... Re2 ","-9.08",0,"B","0-1",NA
